Display Name,Username,IsVerified,Account Created,Followers Count,Friends Count,Statuses Count,User Location,List Count,User Bio
Dulith Kasun (DK),DulithK,FALSE,2009-07-09 08:10:11+00:00,4747,3247,130476,"Galle,SriLanka",2,#TogetherWeCan #DK @ceylontourist #cheerRichmond #ජයගමු #FitSriLanka #TravelwithDK | Proud Sri Lankan 🇱🇰
Sudesh Tharanga,SudeshTharanga7,FALSE,2020-12-25 15:30:30+00:00,86,127,1003,Sri Lanka,1,"I'm a writer - ආසයි ලියන්නට
Fan of #Garryvee
Teacher and හොද යාළුවෙක්"
Motivating Sri Lanka,MotivatingSri,FALSE,2021-01-06 08:11:16+00:00,3,30,23,,0,Leading people for goals
Dizy,Disapamok,FALSE,2019-01-13 06:56:00+00:00,703,389,5758,Sri Lanka,0,Software Engineer | Codxen Brandcom
Live at 8,liveat8,FALSE,2013-03-01 09:18:28+00:00,953,85,7257,"Colombo 03, Sri Lanka",20,රටක හදගැස්ම හඳුනාගත් රටක් වටින සමබර තොරතුරු ප්‍රකාශය
Rasitha Rajapaksha,rasitha,FALSE,2008-11-28 02:57:02+00:00,34,29,1218,Sri Lanka,1,
Sarath Kellapotha,kellapotha,FALSE,2016-01-02 09:06:42+00:00,5,3,789,,0,
Lanka Prime News,lankaprimenews,FALSE,2020-01-07 17:04:03+00:00,431,67,1617,,2,Truth as it is - ඇත්ත ඇතිසැටියෙන්
Chamara Prasad Lk,chamaraprasadlk,FALSE,2020-05-10 07:20:27+00:00,131,399,3667,Sri Lanka,0,Im a Social Entrepreneur | Experienced Villa & Restaurant Manager | Founder of Ceylon Handmade | Nature & Photography Enthusiastic
sunanda deshapriya,sunandadesh,FALSE,2009-03-30 13:13:01+00:00,23181,438,16026,Geneva /Colombo,123,"#Journalist/Writer/ #Photographer &  Human rights activist   #Justice #Democracy #Journalism
sunandadeshapriya@gmail.com 
0041774395387"
Lucifer Morningstar ( පුෂ්පික ),Dr_Pushpika,FALSE,2012-08-21 14:19:51+00:00,1850,563,4956,Sri Lanka,6,Tech Geek | #Padawan ć #WhiteLightsaber | #LEO | #Autobot | #දුක්ගන්නාරාළ | 🇱🇰
Malshan Perera,malshanchanaka,FALSE,2011-08-16 13:56:35+00:00,116,1372,120,moratuwa,0,
NewsWeb,newsweblk,FALSE,2021-04-26 11:13:32+00:00,5,1,612,,0,Real Time News Feed
\/¡$H@N 🧐,nicolvish,FALSE,2015-01-08 22:00:15+00:00,183,609,2716,"Gallarate, Lombardia",2,Simple guys who like to discover new challenges. 😎
Miss Curly 💖🌼,Mihindu_thAru,FALSE,2021-05-01 12:58:43+00:00,2631,325,3326,"Sri Lanka,chilaw",2,"twitter bio නැත 😒
facebook.com/tharu.swarnodi
👈"
Dinidu de Alwis,dinidu,FALSE,2008-03-19 03:26:23+00:00,10133,1306,42711,"Colombo, Sri Lanka",103,"Forza simp, but with Cabinet rank."
Harshana Peiris,Sriharshana,FALSE,2010-05-25 05:25:18+00:00,374,394,6965,Sri Lanka,9,
Nadun 'Don,nadun_don,FALSE,2010-06-18 15:24:59+00:00,321,278,8688,Sri Lanka,41,"i can't stay unhappy for too long 
#SriLanka #ICT #TimeMachine #nadundon"
Niroshan Padukka,PadukkaNiroshan,FALSE,2018-11-11 17:04:32+00:00,25,6,152,Sri Lanka,0,"Chief Orgernizer-United National Party
Kesbewa,Colombo District.
Member of Western Provincial Council"
ceylontribune,ceylontribune,FALSE,2014-07-17 13:34:22+00:00,30,156,10961,,0,
Department of Government Information,infodprtsl,TRUE,2018-03-02 06:58:49+00:00,9282,105,4447,Sri Lanka,43,Department of Government Information (DGI) is a key establishment of the Ministry of Mass Media.
JP,JagathAMARASIN1,FALSE,2018-04-03 09:55:03+00:00,802,1016,1399,Sri Lanka,2,"☘Where the Truth lies☘
🌻Nationalist🌻 Patriot 🦁 Anti-Racist 🐍     👨‍🎓Legal Eagle🎓Man in blue👮‍♂️
🌵 One Country One Nation🌵"
Sachith Gunathunga,lahirusachith1,FALSE,2013-04-19 12:58:59+00:00,357,569,795,Sri Lanka,1,Proud to be a Sri Lankan 🇱🇰           Always Look on the Bright Side ✨
Mano.LK,ManoDotLK,FALSE,2020-11-13 10:39:16+00:00,35,0,87,,0,"Mano.LK curates and shares public resources that can help us to protect our wellbeing, especially in difficult times. Follow @ManoDotLK until site is up."
Kapila Dhanapala,DhanapalaKapila,FALSE,2019-05-04 07:10:33+00:00,288,385,10535,"Gampola, Sri Lanka",2,කපිල ධනපාල
Arunalu Bopage,arunalubopage,FALSE,2010-03-24 07:23:43+00:00,126,217,4815,Colombo,1,Writer | Human Rights Activist | Anandian | LLB | Sri Lankan 🇱🇰☸ #Lka
lankaecast.com,lankaecast,FALSE,2021-04-26 11:24:08+00:00,16,207,613,Sri Lanka,0,The Mirror of Society
Lankanorg News,LankanOrg,FALSE,2010-03-14 06:54:48+00:00,54,320,4361,Sri Lanka,0,#SriLanka and worldwide #News in English Sport news weather report politics entertainment #lka #slnews #newslk
indika dissanayake,indikadissanay5,FALSE,2013-06-14 16:59:54+00:00,37,25,2092,"Edmonton, Alberta",0,Hospitality - f&b manager(hotel)
Prabha K,Prabhakahand,FALSE,2020-03-08 09:30:11+00:00,748,3165,21374,Sri Lanka,0,"nature lover : artist ; poet ; 

Technological :"
Your News.lk,yournewsSL,FALSE,2016-01-04 05:11:14+00:00,40,31,1322,Sri Lanka,0,"The latest news & most interesting stories from yournewsSL.lk  , News's that meant to be shared."
Ranga Sirilal,rangaba,FALSE,2010-05-05 11:29:00+00:00,18862,816,42751,"Colombo, Sri Lanka",167,Opinions are my own and links are not endorsements
Concept Retail Solutions,conceptretaillk,FALSE,2021-05-12 07:35:05+00:00,4,5,25,Rajagiriya ,0,"The Concept Retail is a Locally operating Interior design and retail consulting service company, and is one of the leading professionals in the industry."
HNDA Dehiwala,hnda_dehiwala,FALSE,2020-08-07 13:29:03+00:00,7,3,106,,0,Professional Accounting Course Programme with Degree Equal!
🌺🌺පිය සටහන් 🌺🌺,AnandaKumaras12,FALSE,2020-04-24 09:59:42+00:00,1225,2249,2303,,0,"පිය සටහන් මැකී නොමැත අද
මා ආ දිගු ගමනේ
මගේම පීයවර මත පිය නගමින්
ඔබ එනු දුටුවෙමි මා ලුහු බදිමින්🌹🌹🌹"
Chinthaka Rathnayake,brmc4u,FALSE,2010-04-08 11:07:10+00:00,367,478,8298,Sri Lanka,20,"living in a pervasive fantasy...

#misfit #intelluctualbohemian"
මගෙඅදහස්,minsltweety,FALSE,2012-01-07 09:03:34+00:00,64,136,1871,Sri Lanka,2,Freedom
Ratawata News,RatawataNews,FALSE,2018-11-25 17:46:49+00:00,12,0,1085,Sri Lanka,0,Ratawata News - Sri Lanka's All News in one place. Mainly focus to provincial News
Pradeep Kariyawasam,PraDeepKari,FALSE,2010-05-06 11:25:53+00:00,32,161,269,Sri Lanka,0,"Former Chief Medical Officer of Health, Colombo Sri Lanka.
Leader  Sri Lanka Podujana Peramuna, Colombo Municipal Council"
SL Latest,nstarnuwan,FALSE,2015-06-08 05:55:53+00:00,110,192,909,Sri Lanka,0,Journalist
සවුබර,Manoj_MI9,FALSE,2018-01-01 09:30:58+00:00,280,386,2678,පින්බර ශ්‍රී ලංකාව,0,ලන්කන් කොල්ලා
Center For Progressive Networks,_CenterNetwork,FALSE,2021-04-26 17:33:18+00:00,20,196,69,"Colombo, Sri Lanka",0,A progressive set of youth and young adults driven by passion to uplift the lives of all Sri Lankan’s.
Krystle Reid Wijesuriya,Krys_Reid,FALSE,2011-10-11 04:29:47+00:00,5717,1951,41383,Sri Lanka,50,Strategic Planner | @commonwealthsec Young Person 2017 | @Enable_Lanka | @Davos 50 | Community Champion @GlobalShapers | Fellow @cmxchange
𝓜𝓪𝓷𝓳𝓾𝓵𝓪 𝓚𝓾𝓶𝓪𝓻,manjula_kumar,FALSE,2013-01-18 15:13:14+00:00,1494,1100,4390,Italy,1,SriLankan 🇱🇰
Colombo Guardian,colomboguardian,FALSE,2021-03-16 17:42:01+00:00,74,0,3794,Sri Lanka,1,"Your trusted news source. Reporting from Colombo, Sri Lanka. Subscribe to our YouTube | Follow on Facebook and Instagram"
India in Sri Lanka,IndiainSL,TRUE,2015-05-21 05:57:20+00:00,23089,123,5139,Sri Lanka,106,"Official handle of High Commission of India in Colombo, Sri Lanka. Represents Govt of India to promote relations in all spheres between India and Sri Lanka."
Mahesh (මයියා),MaheshNegombo,FALSE,2010-09-12 13:45:27+00:00,4227,571,25328,日本 Japan,25,Sri Lankan
Classic Cricket,ClassicCricket3,FALSE,2020-12-01 07:55:09+00:00,0,6,84,,0,
Lucid Dreaming🇱🇰,LucidCharon,FALSE,2010-02-10 19:25:45+00:00,483,1277,29881,,8,"නිහතමානී සැබෑ ශ්‍රී ලාංකික, ජාතික_දේශපාලනය.#SriLanka,#SL,#lka,#SriLankan,#politics,#policies,#medicine,#medical,#technology,#love,#SriLanka,#imash"
LSE,LSE75837719,FALSE,2020-06-30 01:45:16+00:00,3710,65,1114,Sri Lanka,18,"The best investment you can make, is an investment in yourself... The more you learn, the more you'll earn... #Proud #SriLankan #LSE #CSE #Investing #Stock"
Nimal De Alwis,de_sudaraka,FALSE,2021-05-17 02:14:34+00:00,22,50,63,,0,World Class Business
Thisura De Silva,de_thisura,FALSE,2018-11-19 02:25:21+00:00,638,1163,4299,Sri Lanka,0,"Aviation enthusiast, Cricket Lover, Sri Lankan, Nalandian 🇱🇻 FVMAS/UOP 🩺👨‍⚕️🐕🐈🐄🐃🐑🐖💉🧪🩹🔬💊"
InfoSriLanka.lk,InfosrilankaLK,FALSE,2013-06-22 07:11:41+00:00,536,1,11151,colombo,1,"infosrilanka.lk is Sri Lankan latest news, entertainment, political, world and sport website. Director (Editorial) @IamVimukthi | Leisure website http:/"
Charitha Dissanayake,CJBDissanayake,FALSE,2021-02-27 06:46:55+00:00,26,27,129,,0,"Charitha Dissanayake, Popular Chemistry Lecturer in Sri Lanka who conduct chemistry mass classes and group classes at Island wide."
BBC News Sinhala,bbcsinhala,TRUE,2009-03-11 13:23:42+00:00,50969,0,23055,London,142,මෙම වෙබ් අඩවිය කියවීමට අපහසු නම් කරුණාකර ෆයර්ෆොක්ස් හෝ ගූගල් ක්‍රෝම් වෙබ් බ්‍රව්සරය බාගත කරන්න
Ratnapala Hakmanage,RatnapalaH,FALSE,2020-02-25 10:08:03+00:00,14,211,858,,0,
Dishan Methiendra,methiendra,FALSE,2020-02-26 07:42:55+00:00,233,204,1325,Sri Lanka,1,"#Life is a rollar coaster# Blood makes you related, Loyalty makes you family👨‍👩‍👧‍👦❤️🇱🇰"
🐞කහ කුරුමිණියා 🐞,EChamara1,FALSE,2017-10-13 10:47:14+00:00,4707,4655,29587,"කුරුමිණි ලන්තය, Sri Lanka",0,"මේ රටේ කෙනෙක් හිඟා කෑවොත් එයාට කන්න හම්බ වෙනවා,
මහන්සි වෙලා වැඩ කරොත් හිසට වහලක් හම්බ වෙනවා,
ඒත් කවදාවත් දුප්පත් මනුස්සයෙක්ට නීතියෙන්  යුක්තිය ඉෂ්ට වෙන්නේ නෑ.."
MS Kumara,MSKumara10,FALSE,2017-12-09 12:01:41+00:00,32,125,297,"Taketoyo-cho, Aichi",0,"university of tokai
Toyota L&F"
Haritha Ekanayaka,haritha98,FALSE,2015-04-08 15:36:42+00:00,362,50,6652,Kandy.Sri Lanka,2,I'm proud to be a Srilankan | Buddhist | Nature Lover🌱🌳🌻🐝🍃🌏 | Cricketer🏏 | Agricultural❤ | Simple & Silent 🙂🤭
Rajitha Abeysiri,Rajitha_twitt,FALSE,2020-01-01 09:14:41+00:00,2502,2585,3387,"Kithulgala, Sri Lanka.",1,🙏🇱🇰🌱🌿🖥️📸🌍
Dilan Dilz Edirisinghe,HandyBuwa,FALSE,2014-07-09 17:39:29+00:00,1162,298,46666,Kandy ,24,"Dilz | Srilankan 🇱🇰| Cricketer| Rajan 🇱🇻        

Make it Simple ♻️"
Senu_Kavi,KaviSenu,FALSE,2020-12-30 08:22:59+00:00,1835,2510,4623,,3,
Julia Wijesinghe,JuliaWijesinghe,FALSE,2017-04-01 20:01:07+00:00,383,111,337,"Staten Island, NY",6,Founder of The Sri Lankan Art & Cultural Museum NY 🇱🇰I'm Sri Lankan - I tweet my thoughts and what I think it's important.
C.B. Rathnayake,CBRathnayake,FALSE,2021-06-16 02:39:47+00:00,38,11,17,#Nuwaraeliya,3,#Srilanka Cabinet minister of wildlife and forest conservation
Silumina,SiluminaLK,FALSE,2019-08-08 10:23:52+00:00,299,3,1077,,3,සීමාසහිත එක්සත් ප්‍රවෘත්ති පත්‍ර සමාගම (ලේක්හවුස්) විසින් මුද්‍රණය කරන සිළුමිණ පුවත්පත ශ්‍රී ලංකාවේ වැඩි පාඨක ඉල්ලුමක් ඇති ඉරිදා පුවත්පතකි.
P. W.,PradeepaWijese1,FALSE,2021-01-12 14:30:28+00:00,44,56,1209,,0,
Ceylon News Factory 🇱🇰,CeylonNewsFact,FALSE,2019-05-06 09:38:58+00:00,51,108,900,Sri Lanka,0,"Trustful #News , facts and information about latest updates 🇱🇰 #LKA #Breakingnews"
Sukiya,da_sukiya,FALSE,2010-08-21 11:55:04+00:00,6475,995,68855,Sri Lanka,22,"Simply cool. *wink* 
-Im.Da.Sukiya- 
#lka ❤️✌️"
වලස් මාමා,Laksiribandar,FALSE,2020-12-26 14:54:23+00:00,200,419,461,Sri Lanka,1,@laksiribandara
Jayalath Priyantha Weerthmulana,jayalathp,FALSE,2011-07-08 16:31:58+00:00,75,489,585,Sri Lanka,0,"Risk Engineer/Loss Adjuster(QS)
ECSL Reg:#400289 Civil Engineer
Partner-Building Consultants and DJU Computer Systems Consultants"
Suranga Dharmarathne,surdha,FALSE,2011-11-02 02:26:14+00:00,29,229,233,,0,
Piyal Nishantha,PiyalNishantha,FALSE,2020-04-22 19:48:29+00:00,46,56,326,Aluthgama,1,"State Minister of Women and Child Development, Pre-School & Primary Education, School Infrastructure & Education Services #SLPolitician #SriLanka"
WinD,Wind_Desika,FALSE,2014-05-29 22:51:28+00:00,34825,22097,214308,Gampaha ,17,"#දෝණී ❤️ #බංගිගෙ_නැන්දා ❤️ 
#DesikaCollections ❤️ @ropelrose"
සිතුවිලි සටහන් බ්ලොග් කියවනය - sithuvili.net,Sithuvilisataha,FALSE,2011-03-02 12:25:11+00:00,2195,3922,5965,Sri Lanka,10,Sithuvili Satahan - Sri Lankan blog syndication
Faslan Fazly,FaslanFazly,FALSE,2015-11-18 07:23:37+00:00,628,1357,711,Sri Lanka,1,Businessman 🌎 Alhamdulilah 😍
Thishantha 🇱🇰,_thishd_,FALSE,2012-02-24 14:07:56+00:00,369,802,1933,"Pittsburgh, PA",4,Human by birth. Empathetic by choice. Software Engineer by profession
ϲнαяυκα נαиιτн,mysteriouspano,FALSE,2013-04-06 09:18:20+00:00,249,1172,4223,Sri Lanka,13,"බැඳීම් අත්හැරීම තාවකාලික දුකකි. මමය, මාගේය කියා බැඳී සිටීම සදාකාලික දුකකි."
රංග,MadhurangaNipun,FALSE,2020-08-01 15:01:15+00:00,16,36,121,,1,
Wedivistara,WedivistaraLK,FALSE,2016-09-16 10:09:00+00:00,380,887,29223,Sri Lanka,15,"Wedivistara covers all Sri Lankan News, International News about Sri Lanka. #lk #SriLanka #lkr #lka #news"
D.P.M.Jayawardhana,DPMJayawardhan1,FALSE,2021-06-08 16:05:01+00:00,296,467,1353,,1,I stand impartially for the creation of a just society.Let us unite to build a beautiful country for our future generations.
Marmite Sri Lanka,MarmiteSri,FALSE,2021-03-23 09:03:08+00:00,13,0,2,,0,Make Marmite your Breakfast Partner
SL Betting,sl_betting,FALSE,2020-12-15 10:55:37+00:00,280,30,137,Sri Lanka,0,"The official account of 1xbet bookmaker company in SriLanka. sports news, information about new products and competitions. Welcome 18+"
Gossip Lanka News,Gossip_LkNews,FALSE,2013-10-16 23:15:33+00:00,2162,69,22016,Srilanka,6,this is Gossip Lanka official twitter account  our facebook page facebook.com/gossiplankanew…
SubhashiniAbeysinghe,subhashini227,FALSE,2015-06-25 06:46:47+00:00,2463,459,1953,Sri Lanka,10,Economist
Himalaka,Himalakafernan1,FALSE,2019-04-26 15:12:42+00:00,1238,824,9427,Sri Lanka Army special force🌾,0,🇱🇰🌱🇱🇰🌳🇱🇰🌴💀☝️✍️කලු ගලේ වී වැපුරැවත් පැලවෙනවා..💪💀🤺👊⚔️🌾
U mahesh upul ශ්‍රී,mah_uu,FALSE,2013-10-26 08:06:09+00:00,578,751,3826,KALUTHARA  -පයාගල,1,"upul tweet (Sri Lanka) 
upul79.mu@gmail .com
🎤🎤🎸🎸🎶🎶 🇱🇰 🇱🇰 🇱🇰"
Chamikara Sapuge,sapuge,FALSE,2013-09-19 18:03:04+00:00,222,196,2372,Colombo,3,"Stock Broker, Amateur Data Analyst , Entrepreneur"
Raveendra Kariyawasa,Boigasl,FALSE,2014-07-22 11:32:31+00:00,101,304,1513,,0,
Naleen Dilruksha,ndilruksha,FALSE,2012-08-18 13:33:08+00:00,2036,1151,8807,Mirigama Sri Lanka,7,"✍️news editor new media LAKE HOUSE. 
Former chief news editor at DINAMINA 
news paper(2009 to 2014-11-19)"
Oshala Herath,OshalaHerath,TRUE,2014-09-01 15:08:02+00:00,2465,912,3520,https://g.page/Oshala,18,Oshala Herath is well known Sri Lankan social activist for Human Rights and Good Governance with a prominent voice over Social Media.
Newsfirst.lk Sri Lanka,NewsfirstSL,FALSE,2011-07-21 09:17:21+00:00,333417,7,116385,"Colombo, Sri Lanka",403,"Sri Lanka's Largest Independent News Network. 
newsfirst.lk
instagram.com/Newsfirst.lk
fb.com/NewsfirstSL
youtube.com/NewsfirstSriLa…"
Galawewa plantation pvtltd☸️🇱🇰,Galawewa,FALSE,2017-02-17 00:54:58+00:00,269,781,5115,Abu Dhabi,0,
See more… 🐸,unknown_lankan,FALSE,2015-09-17 08:21:14+00:00,6875,890,137190,,5,"Assignments, exams, quizzes නැති ලෝකයක ඉපදේවා 🤕🤕🤕"
Raja Dias,JvpSncbd,FALSE,2015-03-21 07:07:13+00:00,709,5002,28130,,1,
Wicky 🇱🇰,SB_Wicky,FALSE,2014-07-04 14:21:25+00:00,29,131,1965,Nuwara eliya,0,
Maduka T Fernando,MadukaTFernand1,FALSE,2016-04-20 06:23:35+00:00,93,405,5042,Sri Lanka,0,"Director Hiru Web News ,Journalist"
Vimukthi Herath,Vimukthi_Herath,FALSE,2015-09-29 16:01:30+00:00,52,182,2297,Sri Lanka,0,"පක්ෂ,පාට,ජාති,ආගම්,කුල භේදයන් දුරුකර විසි එක්වැනි සියවසට ඔබින නූතනත්වයෙන් පිරිපුන් දේශයක් ගොඩනගමු."
akura,akuraliyamu,FALSE,2014-11-21 02:59:17+00:00,2,17,6706,,0,
Joseph Dias,josephdiaslk,FALSE,2016-08-02 13:37:22+00:00,22,228,1438,Sri Lanka,0,Freelance Journalist ....
Gayathri,_GayathriNaga,FALSE,2014-11-07 06:56:55+00:00,2575,32,4450,Sri Lanka,6,Independent Critic of Everything. 🇱🇰 Defender of the Truth.
Sinhala News,news_sinhala,FALSE,2019-07-24 09:12:24+00:00,142,40,1411,,0,
Eggplant🌻🌟🐉,Dr_Alien_,FALSE,2017-06-12 09:04:48+00:00,3598,3149,50095,Nephewland🌐🛸🚀,4,
Rathnaka Arachchilla,darsha_2008,FALSE,2013-02-04 16:48:51+00:00,0,10,10411,,0,
Sandun Fernando,sandunruki,FALSE,2007-11-10 10:27:49+00:00,135,287,4559,Sri Lanka,0,Blogger | Photographer📸 | Traveller 🛵| Listener | Reader | Nature Lover | L8 GoogleLocalGuide| 🇱🇰Sri Lankan & UoK🏤 | 📫 linkedin.com/in/sandunruki
sarath nuwaraeliya,SunilSarathcha4,FALSE,2019-02-28 23:30:12+00:00,594,1444,99,Sri Lanka,1,
❖ charlie,realChamith,FALSE,2013-12-28 15:35:47+00:00,1939,1779,10151,Dreamland,2,edge case
Yasanga Perera,madusha6,FALSE,2010-02-13 04:12:13+00:00,625,284,10714,,22,
𝕋ℍ𝕆𝕄𝕀 🇱🇰🇩🇪,I_am_Chathu,FALSE,2019-08-18 09:54:45+00:00,1991,978,7129,Sri Lanka,0,සාපේක්ශව අපි වෙනස් ෴
GBD,GBDSrilanka,FALSE,2020-01-28 01:17:35+00:00,39,19,1218,Sri Lanka,0,
Rumaiz,Rumaiz50577962,FALSE,2019-04-23 18:07:13+00:00,32,204,995,Sri Lanka,0,Lesson learnt
ℐ𝓈𝒽𝒶𝓃𝓀𝒶 𝒥𝒶𝓎𝒶𝓈𝒾𝓃ℊ𝒽ℯ,IshankaJayasin1,FALSE,2019-02-13 08:11:59+00:00,2269,1081,12654,🅂🅁🄸🄻🄰🄽🄺🄰,1,Cᴏɴғɪᴅᴇɴᴛɪᴀʟ Sᴇᴄʀᴇᴛᴀʀʏ
• NaVe∃n MaYanThA🇱🇰 🇬🇧,imNaviya,FALSE,2015-03-16 13:23:35+00:00,2482,969,49415,"London, England / Kandy, SL",2,"I Play According to the Rules. If there are no rules there anyway, I try to make the rules myself !
- Cricket - 1998  - #නවියයිලසියයි - Libertarian Democrat -"
Abayatilaka Samaranayake,dars1781,FALSE,2014-06-11 13:14:42+00:00,60,122,3963,"London, England",1,"Former Lecturer & UN official, Senior Investment Analyst in the CDC of the County of Los Angeles, CA,USA, author of Japan-America Bihisunu Pacific Sangramaya"
පීචස් 🐘,Yasara_Lasandi,FALSE,2019-01-03 05:34:20+00:00,416,189,680,Sri Lanka,0,A human being
Nipun Darshana,Nipun_Da,FALSE,2020-01-26 10:10:43+00:00,271,631,6864,,0,Don't look here. It's empty
Sayuru Akash Amarasinghe,Sayuru_Akash,FALSE,2018-12-13 17:12:31+00:00,1575,880,6382,Sri Lanka,0,"𝕿𝖍𝖊 𝖒𝖔𝖘𝖙 𝖎𝖒𝖕𝖔𝖗𝖙𝖆𝖓𝖙 𝖙𝖍𝖎𝖓𝖌 𝖎𝖘 𝖙𝖔 𝖊𝖓𝖏𝖔𝖞 𝖞𝖔𝖚𝖗 𝖑𝖎𝖋𝖊, 𝖙𝖔 𝖇𝖊 𝖍𝖆𝖕𝖕𝖞.
 Artist | Software Developer | Freelancer 💛"
සරනේලිස්˞℘,ingurupaan,FALSE,2016-11-07 18:02:12+00:00,452,224,2123,Sri Lanka,0,One day I'm gonna make Onions Cry.            #ගෙතූකවි
Isuru samarasekara 🇱🇰,Isurusamarasek5,FALSE,2017-08-31 17:09:36+00:00,837,467,7611,Sri Lanka,4,"සිංහල බෞද්ධ 𓃮 Sinhala  Buddhist
• Engineering Undergrad
• University of Moratuwa 🦈"
Thimira Madhusanka Thenuwara,thimiraonline,TRUE,2010-09-15 10:04:57+00:00,4253,276,25575,"Colombo, Sri Lanka",6,Ayubowan 🙏 🇱🇰! Journalist l Reporter ✍️ @androidwdlka #LKA | Award-winning Tech Blogger 👨‍💻
Farhan !!!!,msmfarhan,FALSE,2009-10-19 10:38:22+00:00,379,431,6818,"Kandy, Dubai",1,"There is no dignity quite so impressive, and no independence quite so important, as living within your means. 🙌🏽"
ජීම් පප්පලා 225 -Part2,225Part2,FALSE,2020-05-18 12:26:12+00:00,10,0,170,Sri Lanka,0,දිළිදු රටවල   දුෂණය  ටෙන්ඩර් නොමැති චින ණය  ව්‍යපෘති  විනිවිදභාවය නොමැති විදේශීය ණය ආධාර ගිවිසුම් ටෙන්ඩර් නිසා  ජනතාවගේ සිතුම් පැතුම් ඉටු වේද?
Sajith Shaaminda 👨‍💻,shaaminda,FALSE,2016-07-07 16:37:46+00:00,1727,1303,2700,Sri Lanka,3,👨‍💻- SEng
Asitha Dharshana,AsiDharshana1,FALSE,2015-07-24 04:21:24+00:00,165,196,926,,0,
Lanka-e-News.com,DonSenadheera,FALSE,2014-09-15 19:08:50+00:00,1102,3,14056,Sri Lanka,6,අතුරුදන් කළත් ගිනි තැබුවත් තහනම් කළත් නවතන්න බැරි ගරිල්ලා සත්‍යය
Prabodha Rathnayaka,Prabodhacr,FALSE,2010-11-12 14:57:55+00:00,69,108,164,Colombo,0,
HOMO SAPIENS BALANGODENSIS - 黄河 谷(හොවැන්හෝ නිම්නෙ),HBandaare,FALSE,2019-12-17 14:56:08+00:00,253,504,10598,黄河 谷,0,"GENUINE SRI LANKAN, NATURE LOVER,POLITICAL ANALYST,PHOBIA OF SLAVE,PROUD TO BE A TEACHER.!!!"
Oshanda ඔෂඳ Samarawickrama,oshanda77,FALSE,2012-01-13 23:15:08+00:00,1018,1100,37042,Qatar,9,"Appachchi to 2 Beautiful Princesses. Nothing comes close to Family.
Voice to the Voiceless. Sports is way of life
Proud Sri Lankan."
Parliament Jokes,Nimal15700736,FALSE,2018-12-06 13:08:33+00:00,63,401,3355,Sri Lanka,0,"Read important  reply mentioned in pinned/first tweet 
If true and fair Then share for the sake of national interest 
Don't be fooled by our politicians be wise"
SLNewsLive.com,slnewslive,FALSE,2020-06-08 03:04:48+00:00,1,0,469,,0,
ක්‍රිශාන්,crishan0410,FALSE,2020-03-25 18:52:40+00:00,36,105,2581,Sri Lanka,0,Hello
프라윈 バンダラ ( Praveen abeysinghe ) 🇱🇰,praveenabeysin2,FALSE,2015-02-28 11:40:25+00:00,2179,579,15777,Sri Lanka ,2,"#kingswoodians
#ICTT
#CivilEngineering
#TeachnicalOfficer 
#korean #japanese 
#නුවරකොල්ලෙක් 
#srilanka 🇱🇰
#SH💘❤"
Shehan Perusinghe,ShehanPeru,FALSE,2017-02-09 04:36:39+00:00,82,554,954,Here and there,1,Top fan of Leicester City ⚽️ Oakland A's ⚾️ Seminoles Softball 🥎
rizmira..,RishmaRishan,FALSE,2016-08-22 04:12:22+00:00,159,92,1919,Sri Lanka,0,#Investigative Researcher #Journalist | #Psychologist
LaxD,laxman_dissa,FALSE,2015-01-02 22:52:58+00:00,30,177,635,Sydney ,0,#Musiclover #Guitarist #Hotelier
Kala,Kala01306776,FALSE,2020-07-15 13:54:39+00:00,16,24,297,,0,
shiran gunasekara,shirangunasekar,FALSE,2012-11-09 10:53:23+00:00,477,856,3151,,0,🤗👍 be happy
乇尺卂 ✿,notNautE,FALSE,2018-02-11 11:27:00+00:00,1426,319,10749,,2,Ex-corporate prick
Janitha de Silva,Janitha_desilva,FALSE,2017-06-27 16:06:37+00:00,76,131,87,Sri Lanka,0,Technology & Science
Pristine GEMS,pristine_gems,FALSE,2020-04-25 10:18:37+00:00,1543,3979,1827,Sri Lanka,1,"Sri Lankan 🇱🇰 Gems, Natural Sapphire & Semi Precious Gems - Licensed Dealer Gem and Jewellery Authority. pristinegems.lk  sales@pristinegems.lk"
නීල් අාම්ස්ට්‍රොන්,itsmepasindu,FALSE,2016-07-04 16:59:09+00:00,3488,1277,26568,Ambalangoda ,3,
Yasiru Ranaraja,YRanaraja,FALSE,2010-01-19 05:54:41+00:00,2639,617,18996,Sri Lanka,27,Maritime Affairs @BRI_SL | Climate Change | History
Darshana V.P. Dias,DarshanaVPDias1,FALSE,2020-01-23 19:14:30+00:00,179,936,1194,,1,Working for Motherland Srilanka
Muditha,muditha,FALSE,2008-10-13 16:14:59+00:00,2305,1408,35896,"Colombo, Sri Lanka",64,"I know nothing. I serve the realm.
Interested in all Sciences, Technology Innovation, & Sri Lanka. Ex - SLCricket Fan"
Aithiya,AithiyaTweets,FALSE,2020-10-18 03:35:44+00:00,7,130,189,Colombo,0,A critical website operating in Sri Lanka that considers the protection of human rights and commitment to democracy as its core foundation.
නීට් 🐒,_dilruk_,FALSE,2014-11-20 16:05:02+00:00,2184,1490,368,,0,කොච්චර try කරත් පරිණාමය වෙන්න බෑ.. 😁
